max_depth,min_samples_split,min_samples_leaf,criterion,fold,precision,recall,f1,confusion_matrix
2,5,2,entropy,5,0.9935064935064936,0.9849785407725322,0.9892241379310345,"[[440   3   0   0  16   0   0   0  20   0]
 [  7 459   0   0  10   0   0   0   2   0]
 [ 10 364   0   0  31   0   0   0  73   0]
 [ 10  47   0   0  40   0   0   0 381   0]
 [ 49  17   0   0 405   0   0   0   7   0]
 [ 32  16   0   0  29   0   0   0 402   0]
 [ 88   4   0   0  17   0   0   0 369   0]
 [ 27 437   0   0   9   0   0   0   6   0]
 [  5   4   0   0  23   0   0   0 446   0]
 [ 70  17   0   0 359   0   0   0  33   0]]"
2,5,4,gini,1,0.9935344827586207,0.987152034261242,0.9903329752953812,"[[437   3   0   0  19   0   0   0  19   0]
 [  6 461   0   0   9   0   0   0   2   0]
 [ 17 369   0   0  23   0   0   0  69   0]
 [  5  57   0   0  32   0   0   0 385   0]
 [ 31  25   0   0 417   0   0   0   5   0]
 [ 25  15   0   0  31   0   0   0 408   0]
 [101   4   0   0  13   0   0   0 360   0]
 [ 34 434   0   0   7   0   0   0   4   0]
 [  4   9   0   0  24   0   0   0 442   0]
 [ 72   7   0   0 362   0   0   0  37   0]]"
2,5,4,gini,2,0.9957264957264957,0.9893842887473461,0.9925452609158679,"[[440   2   0   0  21   0   0   0  15   0]
 [  5 466   0   0   5   0   0   0   3   0]
 [  5 386   0   0  31   0   0   0  57   0]
 [  5  53   0   0  36   0   0   0 385   0]
 [ 50  23   0   0 403   0   0   0   2   0]
 [ 24   7   0   0  30   0   0   0 417   0]
 [ 91   4   0   0  14   0   0   0 369   0]
 [ 40 426   0   0  10   0   0   0   2   0]
 [  5  10   0   0  30   0   0   0 434   0]
 [ 58   9   0   0 366   0   0   0  45   0]]"
2,5,4,gini,3,0.9956709956709957,0.9766454352441614,0.9860664523043945,"[[454   2   0   0  12   0   0   0  10   0]
 [ 11 460   0   0   6   0   0   0   2   0]
 [ 17 393   0   0  18   0   0   0  51   0]
 [  5  53   0   0  39   0   0   0 381   0]
 [ 40  15   0   0 418   0   0   0   6   0]
 [ 22  16   0   0  28   0   0   0 412   0]
 [ 77   6   0   0  14   0   0   0 382   0]
 [ 28 435   0   0   8   0   0   0   7   0]
 [  6  10   0   0  23   0   0   0 439   0]
 [ 65  10   0   0 365   0   0   0  38   0]]"
2,5,4,gini,4,0.9936575052854123,0.9915611814345991,0.9926082365364309,"[[437   3   0   0  19   0   0   0  20   0]
 [  4 470   0   0   2   0   0   0   2   0]
 [ 11 386   0   0  22   0   0   0  59   0]
 [ 10  57   0   0  28   0   0   0 383   0]
 [ 42  28   0   0 405   0   0   0   4   0]
 [ 24  18   0   0  26   0   0   0 410   0]
 [ 76   6   0   0  18   0   0   0 379   0]
 [ 23 438   0   0  10   0   0   0   7   0]
 [  4  10   0   0  27   0   0   0 437   0]
 [ 87  11   0   0 330   0   0   0  51   0]]"
2,5,4,gini,5,0.9935344827586207,0.9850427350427351,0.9892703862660944,"[[440   3   0   0  16   0   0   0  20   0]
 [  7 461   0   0   8   0   0   0   2   0]
 [ 10 373   0   0  22   0   0   0  73   0]
 [ 10  52   0   0  35   0   0   0 381   0]
 [ 49  25   0   0 397   0   0   0   7   0]
 [ 32  17   0   0  28   0   0   0 402   0]
 [ 88   4   0   0  17   0   0   0 369   0]
 [ 27 439   0   0   7   0   0   0   6   0]
 [  5   6   0   0  21   0   0   0 446   0]
 [ 70  22   0   0 354   0   0   0  33   0]]"
2,5,4,entropy,1,0.9935344827586207,0.987152034261242,0.9903329752953812,"[[437   3   0   0  19   0   0   0  19   0]
 [  6 461   0   0   9   0   0   0   2   0]
 [ 17 369   0   0  23   0   0   0  69   0]
 [  5  57   0   0  32   0   0   0 385   0]
 [ 31  25   0   0 417   0   0   0   5   0]
 [ 25  15   0   0  31   0   0   0 408   0]
 [101   4   0   0  13   0   0   0 360   0]
 [ 34 434   0   0   7   0   0   0   4   0]
 [  4   9   0   0  24   0   0   0 442   0]
 [ 72   7   0   0 362   0   0   0  37   0]]"
2,5,4,entropy,2,0.9957173447537473,0.9893617021276596,0.9925293489861259,"[[440   2   0   0  21   0   0   0  15   0]
 [  5 465   0   0   6   0   0   0   3   0]
 [  5 380   0   0  37   0   0   0  57   0]
 [  5  51   0   0  38   0   0   0 385   0]
 [ 50  23   0   0 403   0   0   0   2   0]
 [ 24   6   0   0  31   0   0   0 417   0]
 [ 91   4   0   0  14   0   0   0 369   0]
 [ 40 426   0   0  10   0   0   0   2   0]
 [  5  10   0   0  30   0   0   0 434   0]
 [ 58   9   0   0 366   0   0   0  45   0]]"
2,5,4,entropy,3,0.9956616052060737,0.9765957446808511,0.9860365198711063,"[[454   2   0   0  12   0   0   0  10   0]
 [ 11 459   0   0   7   0   0   0   2   0]
 [ 17 386   0   0  25   0   0   0  51   0]
 [  5  52   0   0  40   0   0   0 381   0]
 [ 40  14   0   0 419   0   0   0   6   0]
 [ 22  15   0   0  29   0   0   0 412   0]
 [ 77   6   0   0  14   0   0   0 382   0]
 [ 28 434   0   0   9   0   0   0   7   0]
 [  6  10   0   0  23   0   0   0 439   0]
 [ 65   9   0   0 366   0   0   0  38   0]]"
2,5,4,entropy,4,0.9936575052854123,0.9915611814345991,0.9926082365364309,"[[437   3   0   0  17   0   0   0  22   0]
 [  4 470   0   0   2   0   0   0   2   0]
 [ 11 386   0   0  22   0   0   0  59   0]
 [ 10  57   0   0  27   0   0   0 384   0]
 [ 42  28   0   0 405   0   0   0   4   0]
 [ 24  17   0   0  26   0   0   0 411   0]
 [ 76   4   0   0  16   0   0   0 383   0]
 [ 23 438   0   0  10   0   0   0   7   0]
 [  4   9   0   0  26   0   0   0 439   0]
 [ 89  10   0   0 329   0   0   0  51   0]]"
2,5,4,entropy,5,0.9935064935064936,0.9849785407725322,0.9892241379310345,"[[440   3   0   0  16   0   0   0  20   0]
 [  7 459   0   0  10   0   0   0   2   0]
 [ 10 364   0   0  31   0   0   0  73   0]
 [ 10  47   0   0  40   0   0   0 381   0]
 [ 49  17   0   0 405   0   0   0   7   0]
 [ 32  16   0   0  29   0   0   0 402   0]
 [ 88   4   0   0  17   0   0   0 369   0]
 [ 27 437   0   0   9   0   0   0   6   0]
 [  5   4   0   0  23   0   0   0 446   0]
 [ 70  17   0   0 359   0   0   0  33   0]]"
2,10,1,gini,1,0.9935344827586207,0.987152034261242,0.9903329752953812,"[[437   3   0   0  19   0   0   0  19   0]
 [  6 461   0   0   9   0   0   0   2   0]
 [ 17 369   0   0  23   0   0   0  69   0]
 [  5  57   0   0  32   0   0   0 385   0]
 [ 31  25   0   0 417   0   0   0   5   0]
 [ 25  15   0   0  31   0   0   0 408   0]
 [101   4   0   0  13   0   0   0 360   0]
 [ 34 434   0   0   7   0   0   0   4   0]
 [  4   9   0   0  24   0   0   0 442   0]
 [ 72   7   0   0 362   0   0   0  37   0]]"
2,10,1,gini,2,0.9957264957264957,0.9893842887473461,0.9925452609158679,"[[440   2   0   0  21   0   0   0  15   0]
 [  5 466   0   0   5   0   0   0   3   0]
 [  5 386   0   0  31   0   0   0  57   0]
 [  5  53   0   0  36   0   0   0 385   0]
 [ 50  23   0   0 403   0   0   0   2   0]
 [ 24   7   0   0  30   0   0   0 417   0]
 [ 91   4   0   0  14   0   0   0 369   0]
 [ 40 426   0   0  10   0   0   0   2   0]
 [  5  10   0   0  30   0   0   0 434   0]
 [ 58   9   0   0 366   0   0   0  45   0]]"
2,10,1,gini,3,0.9956709956709957,0.9766454352441614,0.9860664523043945,"[[454   2   0   0  12   0   0   0  10   0]
 [ 11 460   0   0   6   0   0   0   2   0]
 [ 17 393   0   0  18   0   0   0  51   0]
 [  5  53   0   0  39   0   0   0 381   0]
 [ 40  15   0   0 418   0   0   0   6   0]
 [ 22  16   0   0  28   0   0   0 412   0]
 [ 77   6   0   0  14   0   0   0 382   0]
 [ 28 435   0   0   8   0   0   0   7   0]
 [  6  10   0   0  23   0   0   0 439   0]
 [ 65  10   0   0 365   0   0   0  38   0]]"
2,10,1,gini,4,0.9936575052854123,0.9915611814345991,0.9926082365364309,"[[437   3   0   0  19   0   0   0  20   0]
 [  4 470   0   0   2   0   0   0   2   0]
 [ 11 386   0   0  22   0   0   0  59   0]
 [ 10  57   0   0  28   0   0   0 383   0]
 [ 42  28   0   0 405   0   0   0   4   0]
 [ 24  18   0   0  26   0   0   0 410   0]
 [ 76   6   0   0  18   0   0   0 379   0]
 [ 23 438   0   0  10   0   0   0   7   0]
 [  4  10   0   0  27   0   0   0 437   0]
 [ 87  11   0   0 330   0   0   0  51   0]]"
2,10,1,gini,5,0.9935344827586207,0.9850427350427351,0.9892703862660944,"[[440   3   0   0  16   0   0   0  20   0]
 [  7 461   0   0   8   0   0   0   2   0]
 [ 10 373   0   0  22   0   0   0  73   0]
 [ 10  52   0   0  35   0   0   0 381   0]
 [ 49  25   0   0 397   0   0   0   7   0]
 [ 32  17   0   0  28   0   0   0 402   0]
 [ 88   4   0   0  17   0   0   0 369   0]
 [ 27 439   0   0   7   0   0   0   6   0]
 [  5   6   0   0  21   0   0   0 446   0]
 [ 70  22   0   0 354   0   0   0  33   0]]"
2,10,1,entropy,1,0.9935344827586207,0.987152034261242,0.9903329752953812,"[[437   3   0   0  19   0   0   0  19   0]
 [  6 461   0   0   9   0   0   0   2   0]
 [ 17 369   0   0  23   0   0   0  69   0]
 [  5  57   0   0  32   0   0   0 385   0]
 [ 31  25   0   0 417   0   0   0   5   0]
 [ 25  15   0   0  31   0   0   0 408   0]
 [101   4   0   0  13   0   0   0 360   0]
 [ 34 434   0   0   7   0   0   0   4   0]
 [  4   9   0   0  24   0   0   0 442   0]
 [ 72   7   0   0 362   0   0   0  37   0]]"
2,10,1,entropy,2,0.9957173447537473,0.9893617021276596,0.9925293489861259,"[[440   2   0   0  21   0   0   0  15   0]
 [  5 465   0   0   6   0   0   0   3   0]
 [  5 380   0   0  37   0   0   0  57   0]
 [  5  51   0   0  38   0   0   0 385   0]
 [ 50  23   0   0 403   0   0   0   2   0]
 [ 24   6   0   0  31   0   0   0 417   0]
 [ 91   4   0   0  14   0   0   0 369   0]
 [ 40 426   0   0  10   0   0   0   2   0]
 [  5  10   0   0  30   0   0   0 434   0]
 [ 58   9   0   0 366   0   0   0  45   0]]"
2,10,1,entropy,3,0.9956616052060737,0.9765957446808511,0.9860365198711063,"[[454   2   0   0  12   0   0   0  10   0]
 [ 11 459   0   0   7   0   0   0   2   0]
 [ 17 386   0   0  25   0   0   0  51   0]
 [  5  52   0   0  40   0   0   0 381   0]
 [ 40  14   0   0 419   0   0   0   6   0]
 [ 22  15   0   0  29   0   0   0 412   0]
 [ 77   6   0   0  14   0   0   0 382   0]
 [ 28 434   0   0   9   0   0   0   7   0]
 [  6  10   0   0  23   0   0   0 439   0]
 [ 65   9   0   0 366   0   0   0  38   0]]"
2,10,1,entropy,4,0.9936575052854123,0.9915611814345991,0.9926082365364309,"[[437   3   0   0  17   0   0   0  22   0]
 [  4 470   0   0   2   0   0   0   2   0]
 [ 11 386   0   0  22   0   0   0  59   0]
 [ 10  57   0   0  27   0   0   0 384   0]
 [ 42  28   0   0 405   0   0   0   4   0]
 [ 24  17   0   0  26   0   0   0 411   0]
 [ 76   4   0   0  16   0   0   0 383   0]
 [ 23 438   0   0  10   0   0   0   7   0]
 [  4   9   0   0  26   0   0   0 439   0]
 [ 89  10   0   0 329   0   0   0  51   0]]"
2,10,1,entropy,5,0.9935064935064936,0.9849785407725322,0.9892241379310345,"[[440   3   0   0  16   0   0   0  20   0]
 [  7 459   0   0  10   0   0   0   2   0]
 [ 10 364   0   0  31   0   0   0  73   0]
 [ 10  47   0   0  40   0   0   0 381   0]
 [ 49  17   0   0 405   0   0   0   7   0]
 [ 32  16   0   0  29   0   0   0 402   0]
 [ 88   4   0   0  17   0   0   0 369   0]
 [ 27 437   0   0   9   0   0   0   6   0]
 [  5   4   0   0  23   0   0   0 446   0]
 [ 70  17   0   0 359   0   0   0  33   0]]"
2,10,2,gini,1,0.9935344827586207,0.987152034261242,0.9903329752953812,"[[437   3   0   0  19   0   0   0  19   0]
 [  6 461   0   0   9   0   0   0   2   0]
 [ 17 369   0   0  23   0   0   0  69   0]
 [  5  57   0   0  32   0   0   0 385   0]
 [ 31  25   0   0 417   0   0   0   5   0]
 [ 25  15   0   0  31   0   0   0 408   0]
 [101   4   0   0  13   0   0   0 360   0]
 [ 34 434   0   0   7   0   0   0   4   0]
 [  4   9   0   0  24   0   0   0 442   0]
 [ 72   7   0   0 362   0   0   0  37   0]]"
2,10,2,gini,2,0.9957264957264957,0.9893842887473461,0.9925452609158679,"[[440   2   0   0  21   0   0   0  15   0]
 [  5 466   0   0   5   0   0   0   3   0]
 [  5 386   0   0  31   0   0   0  57   0]
 [  5  53   0   0  36   0   0   0 385   0]
 [ 50  23   0   0 403   0   0   0   2   0]
 [ 24   7   0   0  30   0   0   0 417   0]
 [ 91   4   0   0  14   0   0   0 369   0]
 [ 40 426   0   0  10   0   0   0   2   0]
 [  5  10   0   0  30   0   0   0 434   0]
 [ 58   9   0   0 366   0   0   0  45   0]]"
2,10,2,gini,3,0.9956709956709957,0.9766454352441614,0.9860664523043945,"[[454   2   0   0  12   0   0   0  10   0]
 [ 11 460   0   0   6   0   0   0   2   0]
 [ 17 393   0   0  18   0   0   0  51   0]
 [  5  53   0   0  39   0   0   0 381   0]
 [ 40  15   0   0 418   0   0   0   6   0]
 [ 22  16   0   0  28   0   0   0 412   0]
 [ 77   6   0   0  14   0   0   0 382   0]
 [ 28 435   0   0   8   0   0   0   7   0]
 [  6  10   0   0  23   0   0   0 439   0]
 [ 65  10   0   0 365   0   0   0  38   0]]"
2,10,2,gini,4,0.9936575052854123,0.9915611814345991,0.9926082365364309,"[[437   3   0   0  19   0   0   0  20   0]
 [  4 470   0   0   2   0   0   0   2   0]
 [ 11 386   0   0  22   0   0   0  59   0]
 [ 10  57   0   0  28   0   0   0 383   0]
 [ 42  28   0   0 405   0   0   0   4   0]
 [ 24  18   0   0  26   0   0   0 410   0]
 [ 76   6   0   0  18   0   0   0 379   0]
 [ 23 438   0   0  10   0   0   0   7   0]
 [  4  10   0   0  27   0   0   0 437   0]
 [ 87  11   0   0 330   0   0   0  51   0]]"
2,10,2,gini,5,0.9935344827586207,0.9850427350427351,0.9892703862660944,"[[440   3   0   0  16   0   0   0  20   0]
 [  7 461   0   0   8   0   0   0   2   0]
 [ 10 373   0   0  22   0   0   0  73   0]
 [ 10  52   0   0  35   0   0   0 381   0]
 [ 49  25   0   0 397   0   0   0   7   0]
 [ 32  17   0   0  28   0   0   0 402   0]
 [ 88   4   0   0  17   0   0   0 369   0]
 [ 27 439   0   0   7   0   0   0   6   0]
 [  5   6   0   0  21   0   0   0 446   0]
 [ 70  22   0   0 354   0   0   0  33   0]]"
2,10,2,entropy,1,0.9935344827586207,0.987152034261242,0.9903329752953812,"[[437   3   0   0  19   0   0   0  19   0]
 [  6 461   0   0   9   0   0   0   2   0]
 [ 17 369   0   0  23   0   0   0  69   0]
 [  5  57   0   0  32   0   0   0 385   0]
 [ 31  25   0   0 417   0   0   0   5   0]
 [ 25  15   0   0  31   0   0   0 408   0]
 [101   4   0   0  13   0   0   0 360   0]
 [ 34 434   0   0   7   0   0   0   4   0]
 [  4   9   0   0  24   0   0   0 442   0]
 [ 72   7   0   0 362   0   0   0  37   0]]"
2,10,2,entropy,2,0.9957173447537473,0.9893617021276596,0.9925293489861259,"[[440   2   0   0  21   0   0   0  15   0]
 [  5 465   0   0   6   0   0   0   3   0]
 [  5 380   0   0  37   0   0   0  57   0]
 [  5  51   0   0  38   0   0   0 385   0]
 [ 50  23   0   0 403   0   0   0   2   0]
 [ 24   6   0   0  31   0   0   0 417   0]
 [ 91   4   0   0  14   0   0   0 369   0]
 [ 40 426   0   0  10   0   0   0   2   0]
 [  5  10   0   0  30   0   0   0 434   0]
 [ 58   9   0   0 366   0   0   0  45   0]]"
2,10,2,entropy,3,0.9956616052060737,0.9765957446808511,0.9860365198711063,"[[454   2   0   0  12   0   0   0  10   0]
 [ 11 459   0   0   7   0   0   0   2   0]
 [ 17 386   0   0  25   0   0   0  51   0]
 [  5  52   0   0  40   0   0   0 381   0]
 [ 40  14   0   0 419   0   0   0   6   0]
 [ 22  15   0   0  29   0   0   0 412   0]
 [ 77   6   0   0  14   0   0   0 382   0]
 [ 28 434   0   0   9   0   0   0   7   0]
 [  6  10   0   0  23   0   0   0 439   0]
 [ 65   9   0   0 366   0   0   0  38   0]]"
2,10,2,entropy,4,0.9936575052854123,0.9915611814345991,0.9926082365364309,"[[437   3   0   0  17   0   0   0  22   0]
 [  4 470   0   0   2   0   0   0   2   0]
 [ 11 386   0   0  22   0   0   0  59   0]
 [ 10  57   0   0  27   0   0   0 384   0]
 [ 42  28   0   0 405   0   0   0   4   0]
 [ 24  17   0   0  26   0   0   0 411   0]
 [ 76   4   0   0  16   0   0   0 383   0]
 [ 23 438   0   0  10   0   0   0   7   0]
 [  4   9   0   0  26   0   0   0 439   0]
 [ 89  10   0   0 329   0   0   0  51   0]]"
2,10,2,entropy,5,0.9935064935064936,0.9849785407725322,0.9892241379310345,"[[440   3   0   0  16   0   0   0  20   0]
 [  7 459   0   0  10   0   0   0   2   0]
 [ 10 364   0   0  31   0   0   0  73   0]
 [ 10  47   0   0  40   0   0   0 381   0]
 [ 49  17   0   0 405   0   0   0   7   0]
 [ 32  16   0   0  29   0   0   0 402   0]
 [ 88   4   0   0  17   0   0   0 369   0]
 [ 27 437   0   0   9   0   0   0   6   0]
 [  5   4   0   0  23   0   0   0 446   0]
 [ 70  17   0   0 359   0   0   0  33   0]]"
2,10,4,gini,1,0.9935344827586207,0.987152034261242,0.9903329752953812,"[[437   3   0   0  19   0   0   0  19   0]
 [  6 461   0   0   9   0   0   0   2   0]
 [ 17 369   0   0  23   0   0   0  69   0]
 [  5  57   0   0  32   0   0   0 385   0]
 [ 31  25   0   0 417   0   0   0   5   0]
 [ 25  15   0   0  31   0   0   0 408   0]
 [101   4   0   0  13   0   0   0 360   0]
 [ 34 434   0   0   7   0   0   0   4   0]
 [  4   9   0   0  24   0   0   0 442   0]
 [ 72   7   0   0 362   0   0   0  37   0]]"
2,10,4,gini,2,0.9957264957264957,0.9893842887473461,0.9925452609158679,"[[440   2   0   0  21   0   0   0  15   0]
 [  5 466   0   0   5   0   0   0   3   0]
 [  5 386   0   0  31   0   0   0  57   0]
 [  5  53   0   0  36   0   0   0 385   0]
 [ 50  23   0   0 403   0   0   0   2   0]
 [ 24   7   0   0  30   0   0   0 417   0]
 [ 91   4   0   0  14   0   0   0 369   0]
 [ 40 426   0   0  10   0   0   0   2   0]
 [  5  10   0   0  30   0   0   0 434   0]
 [ 58   9   0   0 366   0   0   0  45   0]]"
2,10,4,gini,3,0.9956709956709957,0.9766454352441614,0.9860664523043945,"[[454   2   0   0  12   0   0   0  10   0]
 [ 11 460   0   0   6   0   0   0   2   0]
 [ 17 393   0   0  18   0   0   0  51   0]
 [  5  53   0   0  39   0   0   0 381   0]
 [ 40  15   0   0 418   0   0   0   6   0]
 [ 22  16   0   0  28   0   0   0 412   0]
 [ 77   6   0   0  14   0   0   0 382   0]
 [ 28 435   0   0   8   0   0   0   7   0]
 [  6  10   0   0  23   0   0   0 439   0]
 [ 65  10   0   0 365   0   0   0  38   0]]"
2,10,4,gini,4,0.9936575052854123,0.9915611814345991,0.9926082365364309,"[[437   3   0   0  19   0   0   0  20   0]
 [  4 470   0   0   2   0   0   0   2   0]
 [ 11 386   0   0  22   0   0   0  59   0]
 [ 10  57   0   0  28   0   0   0 383   0]
 [ 42  28   0   0 405   0   0   0   4   0]
 [ 24  18   0   0  26   0   0   0 410   0]
 [ 76   6   0   0  18   0   0   0 379   0]
 [ 23 438   0   0  10   0   0   0   7   0]
 [  4  10   0   0  27   0   0   0 437   0]
 [ 87  11   0   0 330   0   0   0  51   0]]"
2,10,4,gini,5,0.9935344827586207,0.9850427350427351,0.9892703862660944,"[[440   3   0   0  16   0   0   0  20   0]
 [  7 461   0   0   8   0   0   0   2   0]
 [ 10 373   0   0  22   0   0   0  73   0]
 [ 10  52   0   0  35   0   0   0 381   0]
 [ 49  25   0   0 397   0   0   0   7   0]
 [ 32  17   0   0  28   0   0   0 402   0]
 [ 88   4   0   0  17   0   0   0 369   0]
 [ 27 439   0   0   7   0   0   0   6   0]
 [  5   6   0   0  21   0   0   0 446   0]
 [ 70  22   0   0 354   0   0   0  33   0]]"
2,10,4,entropy,1,0.9935344827586207,0.987152034261242,0.9903329752953812,"[[437   3   0   0  19   0   0   0  19   0]
 [  6 461   0   0   9   0   0   0   2   0]
 [ 17 369   0   0  23   0   0   0  69   0]
 [  5  57   0   0  32   0   0   0 385   0]
 [ 31  25   0   0 417   0   0   0   5   0]
 [ 25  15   0   0  31   0   0   0 408   0]
 [101   4   0   0  13   0   0   0 360   0]
 [ 34 434   0   0   7   0   0   0   4   0]
 [  4   9   0   0  24   0   0   0 442   0]
 [ 72   7   0   0 362   0   0   0  37   0]]"
2,10,4,entropy,2,0.9957173447537473,0.9893617021276596,0.9925293489861259,"[[440   2   0   0  21   0   0   0  15   0]
 [  5 465   0   0   6   0   0   0   3   0]
 [  5 380   0   0  37   0   0   0  57   0]
 [  5  51   0   0  38   0   0   0 385   0]
 [ 50  23   0   0 403   0   0   0   2   0]
 [ 24   6   0   0  31   0   0   0 417   0]
 [ 91   4   0   0  14   0   0   0 369   0]
 [ 40 426   0   0  10   0   0   0   2   0]
 [  5  10   0   0  30   0   0   0 434   0]
 [ 58   9   0   0 366   0   0   0  45   0]]"
2,10,4,entropy,3,0.9956616052060737,0.9765957446808511,0.9860365198711063,"[[454   2   0   0  12   0   0   0  10   0]
 [ 11 459   0   0   7   0   0   0   2   0]
 [ 17 386   0   0  25   0   0   0  51   0]
 [  5  52   0   0  40   0   0   0 381   0]
 [ 40  14   0   0 419   0   0   0   6   0]
 [ 22  15   0   0  29   0   0   0 412   0]
 [ 77   6   0   0  14   0   0   0 382   0]
 [ 28 434   0   0   9   0   0   0   7   0]
 [  6  10   0   0  23   0   0   0 439   0]
 [ 65   9   0   0 366   0   0   0  38   0]]"
2,10,4,entropy,4,0.9936575052854123,0.9915611814345991,0.9926082365364309,"[[437   3   0   0  17   0   0   0  22   0]
 [  4 470   0   0   2   0   0   0   2   0]
 [ 11 386   0   0  22   0   0   0  59   0]
 [ 10  57   0   0  27   0   0   0 384   0]
 [ 42  28   0   0 405   0   0   0   4   0]
 [ 24  17   0   0  26   0   0   0 411   0]
 [ 76   4   0   0  16   0   0   0 383   0]
 [ 23 438   0   0  10   0   0   0   7   0]
 [  4   9   0   0  26   0   0   0 439   0]
 [ 89  10   0   0 329   0   0   0  51   0]]"
2,10,4,entropy,5,0.9935064935064936,0.9849785407725322,0.9892241379310345,"[[440   3   0   0  16   0   0   0  20   0]
 [  7 459   0   0  10   0   0   0   2   0]
 [ 10 364   0   0  31   0   0   0  73   0]
 [ 10  47   0   0  40   0   0   0 381   0]
 [ 49  17   0   0 405   0   0   0   7   0]
 [ 32  16   0   0  29   0   0   0 402   0]
 [ 88   4   0   0  17   0   0   0 369   0]
 [ 27 437   0   0   9   0   0   0   6   0]
 [  5   4   0   0  23   0   0   0 446   0]
 [ 70  17   0   0 359   0   0   0  33   0]]"
3,2,1,gini,1,0.9933628318584071,1.0,0.9966703662597115,"[[406   3   0   0  11   1  31   0  18   8]
 [  0 449   0   0   8   2   6  12   0   1]
 [  9 369   0   0  23  33   8   0  36   0]
 [  2  54   0   0  14 347   3   3  38  18]
 [  7  25   0   0 409   4  24   0   1   8]
 [  5  12   0   0  12 373  20   3  35  19]
 [ 14   4   0   0  12  23  87   0 337   1]
 [  4  38   0   0   4   4  30 396   0   3]
 [  3   9   0   0  14  31   1   0 411  10]
 [ 46   6   0   0  28  31  26   1   6 334]]"
3,2,1,gini,2,0.9955456570155902,0.9889380530973452,0.9922308546059934,"[[439   2   0   3  13   0   1   0  12   8]
 [  5 447   0   3   4   0   0  19   0   1]
 [  5 386   0  46  29   0   0   0  11   2]
 [  2  49   0 376  13   0   3   4   9  23]
 [ 44  23   0   1 397   0   6   0   1   6]
 [  5   5   0 373  10   0  19   2  44  20]
 [  8   4   0  42  13   0  83   0 327   1]
 [ 29  40   0   2   4   0  11 386   0   6]
 [  4  10   0  68  20   0   1   0 366  10]
 [ 57   9   0  33  21   0   1   0  12 345]]"
3,2,1,gini,3,0.9955056179775281,1.0,0.9977477477477478,"[[423   2   0   0   4   3  31   0   7   8]
 [  0 443   0   0   6   2  11  17   0   0]
 [ 12 393   0   0  18  20   5   0  31   0]
 [  3  52   0   0  18 327   2   1  54  21]
 [ 10  15   0   0 411   6  30   0   0   7]
 [  7  12   0   0  10 370  15   4  42  18]
 [ 14   6   0   0  13  25  63   0 357   1]
 [  4  49   0   0   4   7  24 386   0   4]
 [  3  10   0   0  12  41   3   0 398  11]
 [ 40   7   0   0  23  32  25   3   6 342]]"
3,2,1,gini,4,0.9933184855233853,0.9911111111111112,0.9922135706340379,"[[432   3   0   5  10   0   5   0  15   9]
 [  4 446   0   2   1   0   0  24   0   1]
 [ 11 385   0  42  21   0   0   1  17   1]
 [  2  56   0 375  12   0   8   1   8  16]
 [ 38  28   0   2 398   0   4   0   2   7]
 [  6  12   0 374   4   0  18   6  36  22]
 [ 11   6   0  43  15   0  65   0 336   3]
 [ 19  42   0   6   6   0   4 396   1   4]
 [  4   9   0  66  12   0   0   1 371  15]
 [ 87   8   0  38  27   0   0   3  13 303]]"
3,2,1,gini,5,0.9932279909706546,0.9865470852017937,0.9898762654668165,"[[437   3   0   6   7   0   3   0  14   9]
 [  6 440   0   2   6   0   1  21   0   2]
 [ 10 373   0  54  22   0   0   0  19   0]
 [  4  47   0 370  14   0   6   5  11  21]
 [ 45  24   0   2 392   0   4   1   5   5]
 [  3  14   0 352  11   0  29   3  50  17]
 [  6   4   0  39  14   0  82   0 330   3]
 [ 19  44   0   6   2   0   8 395   0   5]
 [  3   6   0  52  17   0   2   0 394   4]
 [ 70  17   0  20  34   0   0   5  13 320]]"
3,2,1,entropy,1,0.9933628318584071,0.9868131868131869,0.9900771775082691,"[[437   3   0   3  11   0   0   0  16   8]
 [  6 449   0   2   8   0   0  12   0   1]
 [ 15 369   0  55  23   0   2   0  14   0]
 [  2  54   0 378  14   0   3   3   7  18]
 [ 29  25   0   4 409   0   2   0   1   8]
 [  5  12   0 369  12   0  20   3  39  19]
 [ 12   4   0  26  12   0  89   0 334   1]
 [ 25  38   0   4   4   0   9 396   0   3]
 [  4   9   0  51  14   0   0   0 391  10]
 [ 72   6   0  31  28   0   0   1   6 334]]"
3,2,1,entropy,2,0.9955357142857143,0.9889135254988913,0.9922135706340378,"[[439   2   0   3  13   0   1   0  12   8]
 [  5 446   0   3   4   0   0  19   0   2]
 [  5 380   0  46  34   0   0   0  11   3]
 [  2  47   0 376  13   0   3   4   9  25]
 [ 44  23   0   1 397   0   6   0   1   6]
 [  5   5   0 374  10   0  19   1  43  21]
 [  8   4   0  42  13   0  83   0 327   1]
 [ 28  40   0   2   4   0  12 386   0   6]
 [  4  10   0  69  20   0   1   0 365  10]
 [ 57   9   0  34  21   0   1   0  11 345]]"
